Id,Iq,Phi_d,Phi_q
-292.307692,215.384615,0.0426051774213,0.069757606302
-292.307692,223.076923,0.0435906132193,0.072775422764
-292.307692,230.769231,0.0445926576972,0.0757951942858
-292.307692,238.461538,0.0456020624294,0.0789425680211
-292.307692,246.153846,0.046475441201,0.0818170452064
-292.307692,253.846154,0.0473800920549,0.0847110555877
-292.307692,261.538462,0.0483138205811,0.0875427690196
-292.307692,269.230769,0.0492575308331,0.0903683635549
-292.307692,276.923077,0.0501936802655,0.0931750170613
-292.307692,284.615385,0.0511618607283,0.0959184915867
-292.307692,292.307692,0.0517983464574,0.0984636719902
-292.307692,300.000000,0.0525683100492,0.100887722986
-284.615385,0.000000,0.0071379437165,-0.0314725676317
-284.615385,7.692308,0.00841139192088,-0.027811337488
-284.615385,15.384615,0.00974944147314,-0.0238643799975
-284.615385,23.076923,0.0111464443469,-0.0197941719976
-284.615385,30.769231,0.0125452209474,-0.0156679599023
-284.615385,38.461538,0.0139836357457,-0.0115597470132
-284.615385,46.153846,0.0154524274739,-0.00747489415711
-284.615385,53.846154,0.0169513393694,-0.00338106608537
-284.615385,61.538462,0.0184466199372,0.00070629830456
-284.615385,69.230769,0.019936444556,0.00478016652943
-284.615385,76.923077,0.0211519819524,0.0088279263963
-284.615385,84.615385,0.0229769214475,0.0128259198339
-284.615385,92.307692,0.0240793420082,0.0168410380219
-284.615385,100.000000,0.0254947548764,0.0208459408976
-284.615385,107.692308,0.0268657290944,0.0248347374896
-284.615385,115.384615,0.0282574807334,0.028708935437
-284.615385,123.076923,0.0294535896663,0.0323180705382
-284.615385,130.769231,0.0306062738081,0.03574144538
-284.615385,138.461538,0.031768364645,0.0390738857001
-284.615385,146.153846,0.0329460011547,0.0423496299806
-284.615385,153.846154,0.0341457484259,0.0455959051359
-284.615385,161.538462,0.0353218013865,0.0488196070552
-284.615385,169.230769,0.0364587809115,0.0520398735939
-284.615385,176.923077,0.0375863042276,0.0552839071273
-284.615385,184.615385,0.0387161818022,0.0585832200933
-284.615385,192.307692,0.0398544444301,0.0619160784408
-284.615385,200.000000,0.0409522757041,0.0651931291117
-284.615385,207.692308,0.0420178039034,0.068401056217
-284.615385,215.384615,0.0430083470056,0.071486929203
-284.615385,223.076923,0.0440205190395,0.0745125210927
-284.615385,230.769231,0.0450125764412,0.0775492846507
-284.615385,238.461538,0.0459437754126,0.0806476890939
-284.615385,246.153846,0.0468821855643,0.0835774207866
